cod_mpio,nom_mpio,enfermedad,fecha,casos_predichos,nivel_riesgo
76497,OBANDO,Dengue,2021-12-06,1.4661830269432703,Bajo
76520,PALMIRA,Dengue,2021-12-27,2.998322005173194,Bajo
76520,PALMIRA,Malaria,2021-11-29,1.2122088749696962,Bajo
76563,PRADERA,Dengue,2021-12-13,1.4499009764858486,Bajo
76616,RIOFRÍO,Dengue,2021-04-26,2.398187179086558,Bajo
76622,ROLDANILLO,Dengue,2021-12-20,1.5371743270589135,Bajo
76736,SEVILLA,Dengue,2021-12-06,1.5204040907423906,Bajo
76736,SEVILLA,Malaria,2021-11-15,1.3140247532930207,Bajo
76823,TORO,Dengue,2021-12-13,1.386202657146283,Bajo
76828,TRUJILLO,Dengue,2021-12-27,1.4785724424224052,Bajo
76834,TULUÁ,Dengue,2021-12-27,2.422951625090651,Bajo
76834,TULUÁ,Malaria,2021-12-06,1.2236770304606246,Bajo
76845,ULLOA,Dengue,2021-09-13,1.189671617892511,Bajo
76863,VERSALLES,Dengue,2021-10-04,1.1923302992761,Bajo
76869,VIJES,Dengue,2021-12-27,1.3762772911858274,Bajo
76890,YOTOCO,Dengue,2021-12-27,1.554141113318666,Bajo
76892,YUMBO,Dengue,2021-12-27,7.775700948694675,Bajo
76895,ZARZAL,Dengue,2021-12-20,1.5209234888352725,Bajo
81001,ARAUCA,Dengue,2021-12-20,1.563820422383476,Bajo
81001,ARAUCA,Malaria,2021-11-29,1.205592918430907,Bajo
81065,ARAUQUITA,Dengue,2021-12-20,1.9033279010771786,Bajo
81065,ARAUQUITA,Malaria,2021-12-06,1.522680451349923,Bajo
81220,CRAVO NORTE,Dengue,2021-06-14,1.27029873425378,Bajo
81300,FORTUL,Dengue,2021-11-22,1.3656261571218913,Bajo
81736,SARAVENA,Dengue,2021-12-27,3.3447257963288823,Bajo
81736,SARAVENA,Malaria,2021-12-20,1.2839048318009834,Bajo
81794,TAME,Dengue,2021-12-13,1.7360729009622395,Bajo
81794,TAME,Malaria,2021-03-15,1.1745384566811237,Bajo
85001,YOPAL,Dengue,2021-12-27,29.33226705605516,Alto
85010,AGUAZUL,Dengue,2021-12-27,5.168398358941943,Bajo
85015,CHÁMEZA,Dengue,2021-10-18,1.7930187994884812,Bajo
85125,HATO COROZAL,Dengue,2021-08-02,1.454461125155512,Bajo
85125,HATO COROZAL,Malaria,2021-10-18,1.6078362099601269,Bajo
85139,MANÍ,Dengue,2021-10-18,1.446743010538082,Bajo
85162,MONTERREY,Dengue,2021-12-27,2.4743242525767934,Bajo
85225,NUNCHÍA,Dengue,2021-12-13,1.7045567495943543,Bajo
85230,OROCUÉ,Dengue,2021-12-27,2.5522479910807734,Bajo
85250,PAZ DE ARIPORO,Dengue,2021-12-27,3.3450092094943438,Bajo
85250,PAZ DE ARIPORO,Malaria,2021-11-08,2.049099819814129,Bajo
85263,PORE,Dengue,2021-12-27,1.740226539797169,Bajo
85325,SAN LUIS DE PALENQUE,Dengue,2021-12-27,2.266189468478558,Bajo
85400,TÁMARA,Dengue,2021-12-27,1.3758232684767773,Bajo
85410,TAURAMENA,Dengue,2021-12-27,1.5829548205298298,Bajo
85430,TRINIDAD,Dengue,2021-12-27,1.837140787281796,Bajo
86001,MOCOA,Dengue,2021-12-27,1.5353850793718644,Bajo
86001,MOCOA,Malaria,2021-11-15,1.1367541049565069,Bajo
86320,ORITO,Dengue,2021-12-27,1.7528363344610627,Bajo
86320,ORITO,Malaria,2021-10-25,1.2778738819702102,Bajo
86568,PUERTO ASÍS,Dengue,2021-12-13,1.7802762392701261,Bajo
86568,PUERTO ASÍS,Malaria,2021-09-27,1.3132887159256064,Bajo
86569,PUERTO CAICEDO,Dengue,2021-12-27,2.839721906049986,Bajo
86571,PUERTO GUZMÁN,Dengue,2021-12-20,1.4038130019914723,Bajo
86573,PUERTO LEGUÍZAMO,Dengue,2021-12-27,2.349419277626931,Bajo
86573,PUERTO LEGUÍZAMO,Malaria,2021-12-27,1.2340494242105184,Bajo
86865,VALLE DEL GUAMUEZ,Dengue,2021-12-27,1.7843969916412425,Bajo
86885,VILLAGARZÓN,Dengue,2021-12-27,2.8116848924514484,Bajo
91001,LETICIA,Dengue,2021-12-27,8.494023636726936,Medio
91001,LETICIA,Malaria,2021-12-27,1.3648496039789721,Bajo
91405,LA CHORRERA,Malaria,2021-12-06,1.1896699406868065,Bajo
91407,LA PEDRERA,Dengue,2021-12-27,2.558501106977712,Bajo
91407,LA PEDRERA,Malaria,2021-12-27,35.34541469547356,Alto
91536,PUERTO ARICA,Malaria,2021-12-27,2.469170911907704,Bajo
91540,PUERTO NARIÑO,Dengue,2021-11-01,1.321527632084961,Bajo
91540,PUERTO NARIÑO,Malaria,2021-12-27,2.9411726157731923,Bajo
91798,TARAPACÁ,Malaria,2021-12-27,15.343497156434125,Medio
94001,INÍRIDA,Dengue,2021-12-27,1.613814723484901,Bajo
94001,INÍRIDA,Malaria,2021-12-27,48.96605583053972,Alto
94883,SAN FELIPE,Malaria,2021-11-22,1.334059037234053,Bajo
94885,LA GUADALUPE,Malaria,2021-06-28,1.2603036118682351,Bajo
94886,CACAHUAL,Malaria,2021-12-27,1.472037417726276,Bajo
94887,PANA PANA,Malaria,2021-11-15,1.1913346076439741,Bajo
94888,MORICHAL,Malaria,2021-11-22,1.3441906088032622,Bajo
95001,SAN JOSÉ DEL GUAVIARE,Dengue,2021-12-27,1.6207317913934687,Bajo
95001,SAN JOSÉ DEL GUAVIARE,Malaria,2021-12-27,9.014028830649638,Medio
95025,EL RETORNO,Dengue,2021-11-22,1.5897388812478135,Bajo
95025,EL RETORNO,Malaria,2021-12-20,3.0005769772849913,Bajo
97001,MITÚ,Dengue,2021-09-20,1.6166280634888395,Bajo
97001,MITÚ,Malaria,2021-12-20,1.5908888005459252,Bajo
97511,PACOA,Malaria,2021-12-13,1.3124338843364218,Bajo
97666,TARAIRA,Malaria,2021-12-27,3.5632402418545492,Bajo
97889,YAVARATÉ,Malaria,2021-10-25,1.1989131848865857,Bajo
99001,PUERTO CARREÑO,Dengue,2021-12-06,1.7881823463155055,Bajo
99001,PUERTO CARREÑO,Malaria,2021-12-27,5.024117816119516,Bajo
99524,LA PRIMAVERA,Dengue,2021-04-26,1.661963710632016,Bajo
99524,LA PRIMAVERA,Malaria,2021-11-29,1.126657193233385,Bajo
99624,SANTA ROSALÍA,Dengue,2021-10-04,1.4099345191726798,Bajo
99624,SANTA ROSALÍA,Malaria,2021-12-27,1.1480639483764747,Bajo
99773,CUMARIBO,Dengue,2021-12-27,1.5039152103548035,Bajo
99773,CUMARIBO,Malaria,2021-12-27,10.753947148820671,Medio
