cod_mpio,municipio,enfermedad,casos_predichos,indice_vulnerabilidad,vulnerabilidad,nivel_alerta,explicacion
5649,SAN CARLOS,Malaria,1.324336879977011,4.01,Bajo,BAJO,Municipio en BAJO: se prevén 1.32 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.0/10).
5652,SAN FRANCISCO,Dengue,1.583137786146137,5.46,Medio,BAJO,Municipio en BAJO: se prevén 1.58 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
5659,SAN JUAN DE URABÁ,Dengue,1.4758051986042997,4.07,Bajo,BAJO,Municipio en BAJO: se prevén 1.48 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
5659,SAN JUAN DE URABÁ,Malaria,2.121242898796061,4.07,Bajo,BAJO,Municipio en BAJO: se prevén 2.12 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
5660,SAN LUIS,Dengue,1.454424310819018,6.54,Alto,MEDIO,Municipio en MEDIO: se prevén 1.45 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.5/10).
5665,SAN PEDRO DE URABÁ,Dengue,1.489455842010177,5.0,Medio,BAJO,Municipio en BAJO: se prevén 1.49 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
5665,SAN PEDRO DE URABÁ,Malaria,2.743759307412929,5.0,Medio,BAJO,Municipio en BAJO: se prevén 2.74 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
5667,SAN RAFAEL,Dengue,1.2345818976624452,3.27,Bajo,BAJO,Municipio en BAJO: se prevén 1.23 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.3/10).
5679,SANTA BÁRBARA,Dengue,1.2406829243215478,6.93,Alto,MEDIO,Municipio en MEDIO: se prevén 1.24 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.9/10).
5679,SANTA BÁRBARA,Malaria,6.4743447742553295,6.93,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 6.47 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (6.9/10).
5690,SANTO DOMINGO,Dengue,1.2717639668279688,3.58,Bajo,BAJO,Municipio en BAJO: se prevén 1.27 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.6/10).
5736,SEGOVIA,Dengue,1.606893182388077,5.45,Medio,BAJO,Municipio en BAJO: se prevén 1.61 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
5736,SEGOVIA,Malaria,2.3183010845649514,5.45,Medio,BAJO,Municipio en BAJO: se prevén 2.32 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
5756,SONSÓN,Dengue,1.7934298173180512,4.39,Bajo,BAJO,Municipio en BAJO: se prevén 1.79 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.4/10).
5790,TARAZÁ,Dengue,1.4585312529919308,3.7,Bajo,BAJO,Municipio en BAJO: se prevén 1.46 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.7/10).
5790,TARAZÁ,Malaria,1.6018655181695038,3.7,Bajo,BAJO,Municipio en BAJO: se prevén 1.60 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.7/10).
5792,TARSO,Dengue,1.5275202062470925,4.98,Medio,BAJO,Municipio en BAJO: se prevén 1.53 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
5819,TOLEDO,Dengue,1.3080536287125226,5.51,Medio,BAJO,Municipio en BAJO: se prevén 1.31 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
5837,TURBO,Dengue,3.2293916312617297,3.31,Bajo,MEDIO,Municipio en MEDIO: se prevén 3.23 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (3.3/10).
5837,TURBO,Malaria,5.902555994003513,3.31,Bajo,MEDIO,Municipio en MEDIO: se prevén 5.90 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad baja (3.3/10).
5847,URRAO,Malaria,3.724043807120729,6.42,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 3.72 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (6.4/10).
5854,VALDIVIA,Dengue,1.4378661808333684,4.03,Bajo,BAJO,Municipio en BAJO: se prevén 1.44 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.0/10).
5854,VALDIVIA,Malaria,1.1982961508123613,4.03,Bajo,BAJO,Municipio en BAJO: se prevén 1.20 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.0/10).
5856,VALPARAÍSO,Dengue,1.2184501214714365,4.34,Bajo,BAJO,Municipio en BAJO: se prevén 1.22 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
5858,VEGACHÍ,Dengue,2.5299419055338426,6.13,Medio,ALTO,Municipio en ALTO: se prevén 2.53 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (6.1/10).
5873,VIGÍA DEL FUERTE,Dengue,1.2612733106788072,7.43,Alto,MEDIO,Municipio en MEDIO: se prevén 1.26 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.4/10).
5873,VIGÍA DEL FUERTE,Malaria,15.02591807316018,7.43,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 15.03 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (7.4/10).
5890,YOLOMBÓ,Dengue,1.36027274007394,4.22,Bajo,BAJO,Municipio en BAJO: se prevén 1.36 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
5893,YONDÓ,Dengue,1.3274870832035806,5.13,Medio,BAJO,Municipio en BAJO: se prevén 1.33 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.1/10).
5893,YONDÓ,Malaria,1.2795761175842777,5.13,Medio,BAJO,Municipio en BAJO: se prevén 1.28 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.1/10).
5895,ZARAGOZA,Dengue,1.4840182491178764,6.61,Alto,MEDIO,Municipio en MEDIO: se prevén 1.48 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.6/10).
5895,ZARAGOZA,Malaria,8.35374207079872,6.61,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 8.35 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (6.6/10).
8001,BARRANQUILLA,Dengue,231.55623822928695,4.35,Bajo,ALTO,Municipio en ALTO: se prevén 231.56 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (4.3/10).
8001,BARRANQUILLA,Malaria,1.154220100187923,4.35,Bajo,BAJO,Municipio en BAJO: se prevén 1.15 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
8078,BARANOA,Dengue,4.789346059274174,6.48,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 4.79 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (6.5/10).
8137,CAMPO DE LA CRUZ,Dengue,1.6486140972147756,5.62,Medio,BAJO,Municipio en BAJO: se prevén 1.65 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.6/10).
8141,CANDELARIA,Dengue,1.6134881416819975,6.12,Medio,BAJO,Municipio en BAJO: se prevén 1.61 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.1/10).
8296,GALAPA,Dengue,9.593900639143262,5.96,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 9.59 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (6.0/10).
8372,JUAN DE ACOSTA,Dengue,2.293326510506779,5.72,Medio,ALTO,Municipio en ALTO: se prevén 2.29 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.7/10).
8421,LURUACO,Dengue,2.1292393990202982,7.15,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.13 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.2/10).
8433,MALAMBO,Dengue,9.769677561383473,5.45,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 9.77 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (5.5/10).
8436,MANATÍ,Dengue,2.020884938401427,6.36,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.02 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (6.4/10).
8520,PALMAR DE VARELA,Dengue,1.3001286234857925,4.59,Bajo,BAJO,Municipio en BAJO: se prevén 1.30 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.6/10).
8549,PIOJÓ,Dengue,1.4649015235570504,7.35,Alto,MEDIO,Municipio en MEDIO: se prevén 1.46 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.3/10).
8560,PONEDERA,Dengue,1.4239391229965084,5.38,Medio,BAJO,Municipio en BAJO: se prevén 1.42 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
8573,PUERTO COLOMBIA,Dengue,9.866992587135332,5.34,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 9.87 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (5.3/10).
8573,PUERTO COLOMBIA,Malaria,1.2293707757961214,5.34,Medio,BAJO,Municipio en BAJO: se prevén 1.23 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.3/10).
8606,REPELÓN,Dengue,1.362332707793758,5.18,Medio,BAJO,Municipio en BAJO: se prevén 1.36 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.2/10).
8634,SABANAGRANDE,Dengue,1.3122213577378874,4.23,Bajo,BAJO,Municipio en BAJO: se prevén 1.31 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
8675,SANTA LUCÍA,Dengue,1.287661135579966,4.74,Medio,BAJO,Municipio en BAJO: se prevén 1.29 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.7/10).
8685,SANTO TOMÁS,Dengue,1.3846715466377555,4.15,Bajo,BAJO,Municipio en BAJO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
8758,SOLEDAD,Dengue,95.32308834825132,4.84,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 95.32 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (4.8/10).
8770,SUAN,Dengue,1.2880806406174037,6.09,Medio,BAJO,Municipio en BAJO: se prevén 1.29 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.1/10).
8832,TUBARÁ,Dengue,1.440223335886631,5.34,Medio,BAJO,Municipio en BAJO: se prevén 1.44 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.3/10).
8849,USIACURÍ,Dengue,1.8988426454052671,6.68,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 1.90 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (6.7/10).
13001,CARTAGENA DE INDIAS,Dengue,220.21785111738149,5.6,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 220.22 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (5.6/10).
13001,CARTAGENA DE INDIAS,Malaria,1.2271596617820095,5.6,Medio,BAJO,Municipio en BAJO: se prevén 1.23 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.6/10).
13006,ACHÍ,Dengue,1.3712756684618408,4.33,Bajo,BAJO,Municipio en BAJO: se prevén 1.37 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
13006,ACHÍ,Malaria,1.1489775522742542,4.33,Bajo,BAJO,Municipio en BAJO: se prevén 1.15 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
13030,ALTOS DEL ROSARIO,Dengue,5.081334580294078,7.43,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 5.08 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (7.4/10).
13030,ALTOS DEL ROSARIO,Malaria,1.2206882408026771,7.43,Alto,MEDIO,Municipio en MEDIO: se prevén 1.22 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.4/10).
13042,ARENAL,Dengue,1.3906997928370948,7.11,Alto,MEDIO,Municipio en MEDIO: se prevén 1.39 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.1/10).
13042,ARENAL,Malaria,2.0421083724039586,7.11,Alto,MEDIO,Municipio en MEDIO: se prevén 2.04 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.1/10).
13052,ARJONA,Dengue,5.542573817905771,4.9,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 5.54 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (4.9/10).
13062,ARROYOHONDO,Dengue,1.2146022237035825,4.88,Medio,BAJO,Municipio en BAJO: se prevén 1.21 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.9/10).
13074,BARRANCO DE LOBA,Dengue,1.6410098305178225,6.71,Alto,MEDIO,Municipio en MEDIO: se prevén 1.64 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
13074,BARRANCO DE LOBA,Malaria,1.134224197800093,6.71,Alto,MEDIO,Municipio en MEDIO: se prevén 1.13 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
13140,CALAMAR,Dengue,1.3094892283681467,6.85,Alto,MEDIO,Municipio en MEDIO: se prevén 1.31 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.8/10).
13140,CALAMAR,Malaria,2.916340702521625,6.85,Alto,MEDIO,Municipio en MEDIO: se prevén 2.92 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (6.8/10).
13160,CANTAGALLO,Dengue,1.3190044789790851,6.08,Medio,BAJO,Municipio en BAJO: se prevén 1.32 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.1/10).
13160,CANTAGALLO,Malaria,1.341549870162075,6.08,Medio,BAJO,Municipio en BAJO: se prevén 1.34 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (6.1/10).
13188,CICUCO,Dengue,1.4182021194976635,5.22,Medio,BAJO,Municipio en BAJO: se prevén 1.42 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.2/10).
13212,CÓRDOBA,Dengue,1.6602828190088506,6.93,Alto,MEDIO,Municipio en MEDIO: se prevén 1.66 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.9/10).
13212,CÓRDOBA,Malaria,1.5241557193093995,6.93,Alto,MEDIO,Municipio en MEDIO: se prevén 1.52 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (6.9/10).
13222,CLEMENCIA,Dengue,1.447863198272672,5.73,Medio,BAJO,Municipio en BAJO: se prevén 1.45 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.7/10).
13244,EL CARMEN DE BOLÍVAR,Dengue,5.278856997752643,5.53,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 5.28 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (5.5/10).
13244,EL CARMEN DE BOLÍVAR,Malaria,1.2594513314001854,5.53,Medio,BAJO,Municipio en BAJO: se prevén 1.26 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
13248,EL GUAMO,Dengue,1.3425080020835605,5.95,Medio,BAJO,Municipio en BAJO: se prevén 1.34 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.0/10).
13268,EL PEÑÓN,Dengue,1.3859611544991748,7.36,Alto,MEDIO,Municipio en MEDIO: se prevén 1.39 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.4/10).
13300,HATILLO DE LOBA,Dengue,1.2923513028196236,4.89,Medio,BAJO,Municipio en BAJO: se prevén 1.29 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.9/10).
13430,MAGANGUÉ,Dengue,8.32559398109159,4.32,Bajo,ALTO,Municipio en ALTO: se prevén 8.33 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (4.3/10).
13430,MAGANGUÉ,Malaria,1.2449097920277206,4.32,Bajo,BAJO,Municipio en BAJO: se prevén 1.24 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
13433,MAHATES,Dengue,2.507601408160295,6.04,Medio,ALTO,Municipio en ALTO: se prevén 2.51 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (6.0/10).
13440,MARGARITA,Dengue,1.987210644778548,6.27,Medio,ALTO,Municipio en ALTO: se prevén 1.99 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (6.3/10).
13442,MARÍA LA BAJA,Dengue,3.541325450711068,6.05,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 3.54 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (6.0/10).
13458,MONTECRISTO,Dengue,1.3627466766421543,8.46,Alto,MEDIO,Municipio en MEDIO: se prevén 1.36 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.5/10).
13458,MONTECRISTO,Malaria,3.766987597086071,8.46,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 3.77 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (8.5/10).
13468,SANTA CRUZ DE MOMPOX,Dengue,4.346286164238558,5.34,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 4.35 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (5.3/10).
13473,MORALES,Dengue,1.4355085999186366,5.75,Medio,BAJO,Municipio en BAJO: se prevén 1.44 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.8/10).
13473,MORALES,Malaria,1.3058633830732704,5.75,Medio,BAJO,Municipio en BAJO: se prevén 1.31 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.8/10).
13490,NOROSÍ,Dengue,1.3398482838475163,8.45,Alto,MEDIO,Municipio en MEDIO: se prevén 1.34 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.4/10).
13490,NOROSÍ,Malaria,2.05558151682817,8.45,Alto,MEDIO,Municipio en MEDIO: se prevén 2.06 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (8.4/10).
13549,PINILLOS,Dengue,1.6935486409453464,5.14,Medio,BAJO,Municipio en BAJO: se prevén 1.69 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.1/10).
13549,PINILLOS,Malaria,1.1474524761184703,5.14,Medio,BAJO,Municipio en BAJO: se prevén 1.15 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.1/10).
13580,REGIDOR,Dengue,1.3030892541154118,5.32,Medio,BAJO,Municipio en BAJO: se prevén 1.30 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.3/10).
13600,RÍO VIEJO,Dengue,2.134281386269954,8.18,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.13 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (8.2/10).
13600,RÍO VIEJO,Malaria,2.3255618020675013,8.18,Alto,MEDIO,Municipio en MEDIO: se prevén 2.33 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (8.2/10).
13620,SAN CRISTÓBAL,Dengue,1.5721306985907662,7.73,Alto,MEDIO,Municipio en MEDIO: se prevén 1.57 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.7/10).
13647,SAN ESTANISLAO,Dengue,1.4473421459438454,6.13,Medio,BAJO,Municipio en BAJO: se prevén 1.45 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.1/10).
13650,SAN FERNANDO,Dengue,1.3275530210239364,5.5,Medio,BAJO,Municipio en BAJO: se prevén 1.33 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
13654,SAN JACINTO,Dengue,1.8097643515419224,7.98,Alto,MEDIO,Municipio en MEDIO: se prevén 1.81 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.0/10).
13655,SAN JACINTO DEL CAUCA,Dengue,1.301456127564922,5.17,Medio,BAJO,Municipio en BAJO: se prevén 1.30 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.2/10).
13655,SAN JACINTO DEL CAUCA,Malaria,1.4293567026749523,5.17,Medio,BAJO,Municipio en BAJO: se prevén 1.43 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.2/10).
13657,SAN JUAN NEPOMUCENO,Dengue,3.952841715520216,6.63,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 3.95 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (6.6/10).
13667,SAN MARTÍN DE LOBA,Dengue,1.7322806603375462,5.53,Medio,BAJO,Municipio en BAJO: se prevén 1.73 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
13670,SAN PABLO,Dengue,1.574936694033724,4.71,Medio,BAJO,Municipio en BAJO: se prevén 1.57 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.7/10).
13670,SAN PABLO,Malaria,3.0742131973665394,4.71,Medio,BAJO,Municipio en BAJO: se prevén 3.07 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (4.7/10).
13673,SANTA CATALINA,Dengue,1.3835154153710811,6.11,Medio,BAJO,Municipio en BAJO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.1/10).
13683,SANTA ROSA,Dengue,2.6897957955524165,5.15,Medio,ALTO,Municipio en ALTO: se prevén 2.69 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.2/10).
13683,SANTA ROSA,Malaria,1.1616442494633228,5.15,Medio,BAJO,Municipio en BAJO: se prevén 1.16 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.2/10).
13688,SANTA ROSA DEL SUR,Dengue,1.6262105541387726,6.68,Alto,MEDIO,Municipio en MEDIO: se prevén 1.63 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
13688,SANTA ROSA DEL SUR,Malaria,1.5333782314739848,6.68,Alto,MEDIO,Municipio en MEDIO: se prevén 1.53 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
13744,SIMITÍ,Dengue,1.4891054800493837,5.43,Medio,BAJO,Municipio en BAJO: se prevén 1.49 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
13744,SIMITÍ,Malaria,3.635360537201418,5.43,Medio,BAJO,Municipio en BAJO: se prevén 3.64 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
13760,SOPLAVIENTO,Dengue,1.2761944167068608,4.99,Medio,BAJO,Municipio en BAJO: se prevén 1.28 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
13810,TIQUISIO,Dengue,2.070124663160076,7.03,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.07 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.0/10).
13810,TIQUISIO,Malaria,1.8054434494148968,7.03,Alto,MEDIO,Municipio en MEDIO: se prevén 1.81 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.0/10).
13836,TURBACO,Dengue,5.777595273738602,5.51,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 5.78 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (5.5/10).
13838,TURBANÁ,Dengue,1.533607995883885,8.35,Alto,MEDIO,Municipio en MEDIO: se prevén 1.53 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.3/10).
13873,VILLANUEVA,Dengue,2.091353932620613,8.79,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.09 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (8.8/10).
13894,ZAMBRANO,Dengue,1.414273767590318,6.58,Alto,MEDIO,Municipio en MEDIO: se prevén 1.41 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.6/10).
15109,BUENAVISTA,Dengue,1.4722215387565178,6.7,Alto,MEDIO,Municipio en MEDIO: se prevén 1.47 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
15109,BUENAVISTA,Malaria,1.1178574253163478,6.7,Alto,MEDIO,Municipio en MEDIO: se prevén 1.12 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
15185,CHITARAQUE,Dengue,2.2150129235526403,6.92,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.22 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (6.9/10).
15223,CUBARÁ,Dengue,1.495996766940205,6.42,Alto,MEDIO,Municipio en MEDIO: se prevén 1.50 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.4/10).
15377,LABRANZAGRANDE,Dengue,1.6097302198141947,7.87,Alto,MEDIO,Municipio en MEDIO: se prevén 1.61 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.9/10).
15401,LA VICTORIA,Dengue,1.3126784972554346,7.83,Alto,MEDIO,Municipio en MEDIO: se prevén 1.31 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.8/10).
15442,MARIPÍ,Dengue,1.4240650434317788,7.5,Alto,MEDIO,Municipio en MEDIO: se prevén 1.42 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.5/10).
15455,MIRAFLORES,Dengue,1.3164361603316324,7.72,Alto,MEDIO,Municipio en MEDIO: se prevén 1.32 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.7/10).
15455,MIRAFLORES,Malaria,1.508004102805129,7.72,Alto,MEDIO,Municipio en MEDIO: se prevén 1.51 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.7/10).
15469,MONIQUIRÁ,Dengue,1.7338916293941806,6.19,Medio,BAJO,Municipio en BAJO: se prevén 1.73 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.2/10).
15480,MUZO,Dengue,1.4714793331017733,6.78,Alto,MEDIO,Municipio en MEDIO: se prevén 1.47 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.8/10).
15507,OTANCHE,Dengue,1.712425003985722,6.77,Alto,MEDIO,Municipio en MEDIO: se prevén 1.71 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.8/10).
15514,PÁEZ,Dengue,1.1415149042031754,6.53,Alto,MEDIO,Municipio en MEDIO: se prevén 1.14 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.5/10).
15531,PAUNA,Dengue,2.0168953156397764,7.13,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.02 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.1/10).
15572,PUERTO BOYACÁ,Dengue,1.6101688784385502,5.8,Medio,BAJO,Municipio en BAJO: se prevén 1.61 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.8/10).
15580,QUÍPAMA,Dengue,1.2310644096927357,6.81,Alto,MEDIO,Municipio en MEDIO: se prevén 1.23 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.8/10).
15690,SANTA MARÍA,Dengue,1.371526039971593,7.03,Alto,MEDIO,Municipio en MEDIO: se prevén 1.37 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.0/10).
17001,MANIZALES,Dengue,1.201253102362979,3.13,Bajo,BAJO,Municipio en BAJO: se prevén 1.20 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.1/10).
17174,CHINCHINÁ,Dengue,1.3622928375011658,3.24,Bajo,BAJO,Municipio en BAJO: se prevén 1.36 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.2/10).
